"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"39","Michael Mayer (LV)","1","2","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","4.4%"
"40","Darnell Washington (PIT)","1","2","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","0.3%"
"41","Donald Parham Jr. (LAC)","1","2","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","1.1%"
"42","Juwan Johnson (NO)","2","3","10","5.0","7","0","0","0","0","0","0","1","1.0","1.0","9.5%"
"43","Foster Moreau (NO)","2","2","8","4.0","7","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"44","Brock Wright (DET)","2","2","6","3.0","4","0","0","0","0","0","0","1","0.6","0.6","0.2%"
"45","Austin Hooper (NE)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.3%"
"46","Marcedes Lewis (CHI)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.1%"
"47","Pharaoh Brown (SEA)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.1%"
"48","Drew Sample (CIN)","2","2","4","2.0","3","0","0","0","0","0","0","1","0.4","0.4","0.1%"
"49","Johnny Mundt (MIN)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","1.5%"
"50","Jordan Akins (CLE)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.1%"
"51","Will Dissly (LAC)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.2%"
"52","Charlie Woerner (ATL)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.1%"
"53","Tommy Tremble (CAR)","1","3","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","0.3%"
"54","Jody Fortson Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"55","Mitchell Fraboni (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"56","Matt Orzech (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"57","Parker Hesse (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"58","Brycen Hopkins (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"59","N'Keal Harry (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"60","Hakeem Butler (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"61","Albert Okwuegbunam Jr. (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"62","Tommy Sweeney (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"63","Jesper Horsted (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"64","Josh Oliver (MIN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"65","Trevon Wesco (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"66","Tyree Jackson (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"67","Irv Smith Jr. (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.7%"
"68","Zach Gentry (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"69","Stephen Carlson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Feleipe Franks (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"71","Harrison Bryant (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"72","Josiah Deguara (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"73","Luke Farrell (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"74","Mitchell Wilcox (NE)","1","1","0","0.0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"75","Noah Gray (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.8%"
"76","Dalton Keene (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"77","Stephen Sullivan (CAR)","0","4","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"78","Tommy Hudson (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","Lawrence Cager (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"80","Tyler Mabry (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"81","Sean McKeon (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"82","Giovanni Ricci (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"83","Tyler Davis (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"84","Scotty Washington (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"85","Luke Musgrave (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.1%"
"86","Brenton Strange (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"87","Payne Durham (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"88","Zack Kuntz (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"89","Ben Sims (GB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"90","Brayden Willis (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"91","Joel Wilson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"92","Luke Schoonmaker (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"93","Travis Vokolek (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"94","E.J. Jenkins (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"95","Brady Russell (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"96","Patrick Murtagh (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"97","Griffin Hebert (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"98","Henry Pearson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Blake Whiteheart (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"100","Cade Stover (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"101","Jake Tonges (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"102","Rodney Williams (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"103","Kehinde Oginni (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Jaheim Bell (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"105","Dallin Holker (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","Leroy Watson IV (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"107","Zaire Mitchell-Paden (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","Thomas Odukoya (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","Cole Fotheringham (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Julian Hill (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"111","Brenden Bates (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Steven Stilianos (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Colson Yankoff (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Luke Benson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Devin Culp (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Messiah Swinson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Jack Westover (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Mason Pline (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Jacob Warren (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Tip Reiman (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"121","Treyton Welch (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Alec Holler (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Zach Heins (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Mike Rigerman (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","David Martin-Robinson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Riley Sharp (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Lincoln Sefcik (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Shawn Bowman (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Kevin Foelsch (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Trent Pennix (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Neal Johnson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Thomas Yassmin (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Cam Grandy (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","McCallan Castles (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","Tanner Taula (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Brevyn Spann-Ford (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Izaiah Gathings (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","John Stephens Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Princeton Fant (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Jordan Murray (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","John Samuel Shenker (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Nate Adkins (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Tanner McLachlan (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Jared Wiley (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"145","AJ Barner (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"146","Ben Sinnott (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.3%"
"147","La'Michael Pettway (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Peyton Hendershot (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"149","Austin Stogner (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Theo Johnson (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"151","Elijah Higgins (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"152","Jack Stoll (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"153","Ben Mason (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","Josh Pederson (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"155","Jacob Harris (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","Sammis Reyes (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"157","James Mitchell (DET)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"158","Greg Dulcich (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.9%"
"159","Baylor Cupp (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Brock Bowers (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84.2%"
"161","Tre' McKitty (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","Hunter Long (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"163","Charlie Kolar (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"164","Quintin Morris (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"165","Kenny Yeboah (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"166","Trey McBride (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.4%"
"167","Josh Whyle (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"168","Trey Knox (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","John Bates (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Miller Forristall (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Nick Muse (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Ja'Tavion Sanders (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"173","Cameron Latu (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"174","Armani Rogers (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Tanner Conner (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Teagan Quitoriano (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","John FitzPatrick (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"178","Grant Calcaterra (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"179","Nikola Kalinic (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Drew Ogletree (IND)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"181","Stone Smartt (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Ko Kieft (TB)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"183","Bernhard Seikovits (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","Shane Zylstra (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"185","Zach Davidson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"186","Sal Cannella (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Cole Turner (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"188","Erick All Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"189","Jelani Woods (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"190","Michael Jacobson (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Dominique Curry (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","Drake Dunsmore (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","Jordan Matthews (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Logan Thomas (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.2%"
"195","Zach Ertz (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.4%"
"196","Derek Fine (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"197","Darnell Dinkins (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"198","J.P. Foschi (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","Joey Haynos (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","Brad Cottam (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"201","James Dearth (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","Marquez Branson (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"203","Keith Zinger (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"204","Justin Snow (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","Robert Tonyan (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"206","Eric Saubert (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"207","Zach Wood (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"208","David Wells (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"209","Ross Dwelley (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"210","Kevin Rader (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"211","Ian Thomas (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"212","Taysom Hill (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35.8%"
"213","Dalton Schultz (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75.6%"
"214","Hayden Hurst (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2%"
"215","Mike Gesicki (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.2%"
"216","Mark Andrews (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","73.3%"
"217","Blake Bell (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"218","Chris Manhertz (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"219","James Winchester (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","Patrick Scales (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"221","Tyler Ott (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","Stephen Anderson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"223","Andrew DePaola (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"224","Nick Vannett (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"225","Tyler Higbee (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.5%"
"226","C.J. Uzomah (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"227","Eric Tomlinson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"228","Hayden Rucci (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
""
""
