"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"43","MyCole Pruitt (PIT)","1","1","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","0.0%"
"44","Mitchell Wilcox (NE)","2","3","10","5.0","7","0","0","0","0","0","0","1","1.0","1.0","0.0%"
"45","Kylen Granson (IND)","2","4","9","4.5","7","0","0","0","0","0","0","1","0.9","0.9","0.6%"
"46","Dalton Schultz (HOU)","1","3","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","75.6%"
"47","C.J. Uzomah (PHI)","1","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.1%"
"48","Noah Gray (KC)","1","2","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.8%"
"49","Daniel Bellinger (NYG)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.8%"
"50","Ian Thomas (CAR)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"51","Drew Sample (CIN)","1","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.1%"
"52","Chigoziem Okonkwo (TEN)","3","4","7","2.3","6","0","0","0","0","0","0","1","0.7","0.7","23.7%"
"53","Brenton Strange (JAC)","2","2","7","3.5","4","0","0","0","0","0","0","1","0.7","0.7","0.1%"
"54","Zach Ertz (WAS)","2","2","6","3.0","5","0","0","0","0","0","0","1","0.6","0.6","3.4%"
"55","Jack Stoll (NYG)","1","2","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"56","Luke Farrell (JAC)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.1%"
"57","Harrison Bryant (LV)","0","0","0","0","0","0","0","2","4","0","0","1","0.4","0.4","0.1%"
"58","Peyton Hendershot (DAL)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.1%"
"59","Dalton Kincaid (BUF)","2","2","3","1.5","4","0","0","0","0","0","0","1","0.3","0.3","86.3%"
"60","Trey McBride (ARI)","1","1","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","91.4%"
"61","Mitchell Fraboni (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"62","Matt Orzech (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"63","Parker Hesse (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"64","Brycen Hopkins (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"65","Jody Fortson Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"66","Jesper Horsted (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"67","N'Keal Harry (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"68","Hakeem Butler (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"69","Albert Okwuegbunam Jr. (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"70","Tommy Sweeney (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"71","Foster Moreau (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"72","Trevon Wesco (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"73","Tyree Jackson (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"74","Irv Smith Jr. (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7%"
"75","Zach Gentry (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"76","Stephen Carlson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"77","Adam Trautman (DEN)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"78","Feleipe Franks (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","Josiah Deguara (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"80","Dalton Keene (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"81","Stephen Sullivan (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"82","Charlie Woerner (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"83","Lawrence Cager (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"84","Tyler Mabry (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"85","Sean McKeon (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"86","Giovanni Ricci (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"87","Tyler Davis (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"88","Scotty Washington (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"89","Tommy Hudson (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"90","Brayden Willis (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"91","Luke Schoonmaker (DAL)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"92","Cade Stover (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"93","Tucker Kraft (GB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","11.2%"
"94","Payne Durham (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"95","Zack Kuntz (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"96","Ben Sims (GB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"97","Derek Parish (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"98","Thomas Odukoya (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Griffin Hebert (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"100","E.J. Jenkins (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","Brady Russell (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"102","Patrick Murtagh (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Joel Wilson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Henry Pearson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Blake Whiteheart (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","Julian Hill (MIA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"107","Rodney Williams (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","Jake Tonges (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","Kehinde Oginni (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Jaheim Bell (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"111","Dallin Holker (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Leroy Watson IV (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Cole Fotheringham (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Zaire Mitchell-Paden (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Travis Vokolek (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Brenden Bates (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Steven Stilianos (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Colson Yankoff (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Luke Benson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Devin Culp (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Messiah Swinson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Jack Westover (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Mason Pline (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Jacob Warren (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Tip Reiman (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"126","Treyton Welch (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Alec Holler (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Zach Heins (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Mike Rigerman (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","David Martin-Robinson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Riley Sharp (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Lincoln Sefcik (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Shawn Bowman (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","Kevin Foelsch (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","Trent Pennix (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Neal Johnson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Thomas Yassmin (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","Cam Grandy (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","McCallan Castles (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Brevyn Spann-Ford (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","Izaiah Gathings (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","John Stephens Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Princeton Fant (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Jordan Murray (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","John Samuel Shenker (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Tanner Taula (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Tanner McLachlan (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Jared Wiley (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"149","AJ Barner (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"150","Ben Sinnott (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.3%"
"151","La'Michael Pettway (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Austin Stogner (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Theo Johnson (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"154","Elijah Higgins (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"155","Darnell Washington (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"156","Ben Mason (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"157","Josh Pederson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Jacob Harris (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"159","Sammis Reyes (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Baylor Cupp (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","James Mitchell (DET)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"162","Greg Dulcich (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.9%"
"163","Hunter Long (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"164","Charlie Kolar (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"165","Kenny Yeboah (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Tre' McKitty (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"167","Quintin Morris (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"168","Brock Bowers (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84.2%"
"169","Josh Whyle (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"170","Trey Knox (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Miller Forristall (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Brock Wright (DET)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"173","Stone Smartt (LAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"174","Ja'Tavion Sanders (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"175","Cameron Latu (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"176","Armani Rogers (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","Lucas Krull (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"178","Nick Muse (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"179","Tanner Conner (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Teagan Quitoriano (HOU)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"181","John FitzPatrick (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"182","Grant Calcaterra (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"183","Nikola Kalinic (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","Ko Kieft (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"185","Connor Heyward (PIT)","0","2","0","0","0","0","0","1","0","0","0","1","0.0","0.0","0.2%"
"186","Sal Cannella (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Shane Zylstra (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"188","Bernhard Seikovits (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Zach Davidson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Michael Jacobson (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Davis Allen (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"192","Erick All Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"193","Jelani Woods (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"194","Will Mallory (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"195","Jeremy Ruckert (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"196","Dominique Curry (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"197","Drake Dunsmore (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"198","Logan Thomas (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.2%"
"199","Jordan Matthews (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","Derek Fine (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"201","Darnell Dinkins (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","J.P. Foschi (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"203","Joey Haynos (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"204","Brad Cottam (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","James Dearth (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"206","Marquez Branson (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"207","Marcedes Lewis (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"208","Keith Zinger (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"209","Justin Snow (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"210","Robert Tonyan (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"211","Johnny Mundt (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.5%"
"212","Eric Saubert (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"213","Mo Alie-Cox (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"214","Zach Wood (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"215","Will Dissly (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"216","Ross Dwelley (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"217","David Wells (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"218","Jordan Akins (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"219","Blake Bell (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"220","Tyler Ott (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"221","James Winchester (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","Patrick Scales (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","Andrew DePaola (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"224","Nick Vannett (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"225","Austin Hooper (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"226","Chris Manhertz (NYG)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"227","Geoff Swaim (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"228","Eric Tomlinson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"229","Hayden Rucci (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
""
""
